Price_KRW,Visitors_Flat,Revenue_Flat,Revenue_Dual_B1,Revenue_Dual_B2,Visitor_Loss_Pct
19657.31462925852,2604129.600391593,51190194890.2628,51835209765.49042,26598553369.37966,42.447105513237794
19755.51102204409,2587754.35533391,51122409689.141655,51831665824.21001,26595009428.099255,42.809008680752186
19853.70741482966,2571379.1102762274,51051408508.02923,51827953745.28216,26591297349.171406,43.17091184826656
19951.903807615232,2555003.865218544,50977191346.9255,51824073528.70686,26587417132.59611,43.53281501578097
20050.100200400804,2538628.620160861,50899758205.8305,51820025174.48412,26583368778.37337,43.89471818329535
20148.296593186373,2522253.3751031784,50819109084.7442,51815808682.61394,26579152286.503185,44.25662135080974
20246.492985971945,2505878.1300454955,50735243983.66662,51811424053.096306,26574767656.985554,44.61852451832413
20344.689378757517,2489502.8849878125,50648162902.59775,51806871285.93123,26570214889.82048,44.98042768583852
20442.885771543086,2473127.63993013,50557865841.53759,51802150381.11871,26565493985.00796,45.342330853352905
20541.082164328658,2456752.3948724465,50464352800.48613,51797261338.658745,26560604942.547997,45.704234020867304
20639.27855711423,2440377.1498147636,50367623779.44339,51792204158.55134,26555547762.440586,46.066137188381695
20737.474949899803,2424001.9047570806,50267678778.40936,51786978840.796486,26550322444.685734,46.42804035589608
20835.67134268537,2407626.659699398,50164517797.384056,51781585385.39419,26544928989.283432,46.789943523410464
20933.867735470943,2391251.4146417147,50058140836.36744,51776023792.344444,26539367396.23369,47.15184669092486
21032.064128256516,2374876.1695840317,49948547895.35955,51770294061.647255,26533637665.5365,47.513749858439255
21130.260521042084,2358500.924526349,49835738974.360374,51764396193.30262,26527739797.191868,47.87565302595363
21228.456913827657,2342125.679468666,49719714073.3699,51758330187.31054,26521673791.199787,48.23755619346803
21326.65330661323,2325750.4344109828,49600473192.38814,51752096043.67102,26515439647.560265,48.59945936098243
21424.849699398797,2309375.1893533003,49478016331.41509,51745693762.38405,26509037366.273296,48.96136252849681
21523.04609218437,2292999.9442956173,49352343490.45076,51739123343.44964,26502466947.338882,49.3232656960112
